wkt_geom,id,amenity,name,source,student:count,municipality,idp:camp_site,idp:status_20150427
"Polygon ((85.37627319999999997 27.60142719999999983, 85.376428599999997 27.60124319999999898, 85.37648389999999665 27.60107629999999901, 85.37660130000000436 27.60095349999999925, 85.37676109999999596 27.60099779999999825, 85.37686499999999512 27.60108479999999886, 85.37689779999999473 27.60126049999999864, 85.37688430000000039 27.60145490000000024, 85.37684579999999812 27.6016085000000011, 85.37671679999999697 27.60159140000000022, 85.37656289999999615 27.60158290000000036, 85.37647660000000371 27.60159309999999877, 85.37635559999999657 27.6014879999999998, 85.37627319999999997 27.60142719999999983))",224318619,school,Shree Phulchowki Primary School,OpenDRI survey,48,,,
"Polygon ((85.37334389999999473 27.60913760000000039, 85.37332920000000058 27.60927189999999953, 85.37334559999999328 27.6093420000000016, 85.3734328999999974 27.60942019999999886, 85.37359229999999854 27.60952109999999848, 85.37367489999999748 27.60957289999999986, 85.3737751999999972 27.60946799999999968, 85.37378630000000612 27.6094210000000011, 85.37367469999999514 27.60927690000000112, 85.37362559999999689 27.60919940000000139, 85.37356389999999351 27.60914119999999983, 85.37334389999999473 27.60913760000000039))",224319330,school,Shree Krishna Lower Secondary School,OpenDRI survey,100,,,
"Polygon ((85.24958770000000641 27.62621419999999972, 85.24949469999999963 27.62617910000000165, 85.24954049999999484 27.62601940000000056, 85.24947400000000641 27.62600439999999935, 85.24951839999999947 27.62585580000000007, 85.24978500000000281 27.62587949999999992, 85.24977869999999314 27.62609510000000057, 85.24977930000000015 27.62615449999999839, 85.24980990000000247 27.62618009999999913, 85.24974140000000489 27.62625540000000157, 85.24958770000000641 27.62621419999999972))",224348879,school,Seti Devi Secondary School,OpenDRI survey,302,,,
"Polygon ((85.2452554000000049 27.60928499999999985, 85.24542250000000365 27.60922940000000025, 85.24519420000000025 27.60869070000000036, 85.24502719999999556 27.60874629999999996, 85.24511479999999608 27.60895319999999842, 85.2452554000000049 27.60928499999999985))",224349318,school,Kali Devi Lower Secondary School,OpenDRI survey,125,,,
"Polygon ((85.25396720000000528 27.61857350000000011, 85.2542588999999964 27.61845830000000035, 85.25433689999999842 27.61862149999999971, 85.25404380000000515 27.61873140000000149, 85.25396720000000528 27.61857350000000011))",224349624,school,Indrayani Lower Secondary School,OpenDRI survey,77,,,
"Polygon ((85.25197760000000358 27.60279020000000116, 85.25223409999999546 27.60279170000000093, 85.25223579999999401 27.60256760000000043, 85.25197930000000213 27.60256610000000066, 85.25197760000000358 27.60279020000000116))",224378620,school,Manakamana Primary School,OpenDRI survey,50,,,
"Polygon ((85.26315800000000422 27.61391180000000034, 85.26399999999999579 27.61331459999999893, 85.26455190000000073 27.6129737999999989, 85.26479430000000548 27.6133078999999988, 85.2650704999999931 27.61377930000000092, 85.2654282999999964 27.61418779999999984, 85.26535540000000424 27.61445369999999855, 85.26469969999999421 27.61471429999999927, 85.26405160000000194 27.61494109999999935, 85.26315800000000422 27.61391180000000034))",224378622,school,Tribhuvan Adarsha Secondary School,OpenDRI survey,560,,,
"Polygon ((85.35907709999999327 27.62261720000000054, 85.35894960000000253 27.62261549999999843, 85.35894480000000328 27.62266939999999948, 85.3589429000000024 27.62272420000000039, 85.35881890000000283 27.62272079999999974, 85.35882200000000353 27.62266460000000023, 85.35883350000000291 27.6225436000000002, 85.3588929999999948 27.62254809999999949, 85.3589747999999986 27.62256590000000145, 85.35908870000000093 27.62257789999999957, 85.35907709999999327 27.62261720000000054))",224378833,school,Rising New Blue Bird School,OpenDRI survey,102,,,
"Polygon ((85.27040940000000546 27.64845229999999887, 85.27065919999999721 27.64852899999999991, 85.27084240000000648 27.64848750000000166, 85.27082819999999685 27.64836929999999882, 85.2705981999999949 27.64820200000000128, 85.27040940000000546 27.64845229999999887))",224380169,school,Champa Devi Secondary School,OpenDRI survey,385,,,
"Polygon ((85.27898960000000272 27.63790780000000069, 85.27920539999999505 27.63806080000000165, 85.27925919999999849 27.63809889999999925, 85.27940739999999664 27.63793469999999886, 85.27940780000000132 27.63793430000000129, 85.2793108999999987 27.63786560000000136, 85.27913820000000555 27.63774319999999918, 85.27898960000000272 27.63790780000000069))",224383633,school,Chalnakhel Lower Secondary School,OpenDRI survey,100,,,
"Polygon ((85.2797740000000033 27.6418658999999991, 85.27966979999999353 27.64182639999999935, 85.27953379999999584 27.64210819999999913, 85.27945510000000695 27.64207839999999905, 85.27940599999999449 27.64218019999999854, 85.27958889999999315 27.64224949999999836, 85.2797740000000033 27.6418658999999991))",224384350,school,Asian Star International Academy,OpenDRI survey,190,,,
"Polygon ((85.26507660000000044 27.62066030000000083, 85.26506379999999297 27.62051680000000076, 85.26511460000000397 27.62041650000000104, 85.26517690000000016 27.62029360000000011, 85.26537480000000357 27.62010940000000048, 85.26548379999999838 27.62024119999999883, 85.26549719999999866 27.62025159999999957, 85.26571540000000482 27.62045529999999971, 85.26573980000000574 27.62053960000000075, 85.26540950000000407 27.62058850000000021, 85.26532469999999364 27.62058850000000021, 85.26507660000000044 27.62066030000000083))",224385913,school,Arunodaya Higher Secondary School,OpenDRI survey,704,,,
"Polygon ((85.36363110000000631 27.61556630000000112, 85.3634684999999962 27.61553749999999852, 85.36344019999999944 27.61558270000000093, 85.3633801999999946 27.6156782000000014, 85.36335569999999962 27.61571520000000035, 85.36331959999999697 27.61577469999999934, 85.36359009999999614 27.61585820000000169, 85.36365969999999948 27.61574440000000052, 85.36374170000000561 27.61562710000000109, 85.36372350000000608 27.61561969999999988, 85.36363110000000631 27.61556630000000112))",224387571,school,Ridvan Academy,OpenDRI survey,150,,,
"Polygon ((85.36452570000000151 27.6128493000000006, 85.36426529999999957 27.61274810000000102, 85.36417459999999835 27.61271220000000071, 85.36412029999999618 27.61281250000000043, 85.36411459999999352 27.61282429999999977, 85.36394850000000645 27.61306390000000022, 85.364191500000004 27.61320020000000142, 85.36432390000000225 27.61300900000000169, 85.36442119999999534 27.61306160000000176, 85.36446080000000336 27.61301149999999893, 85.36441019999999469 27.61298259999999871, 85.36447850000000415 27.61290320000000165, 85.36452570000000151 27.6128493000000006))",224387572,school,Shree Bishankhu Narayan Secondary School,OpenDRI survey,200,,,
"Polygon ((85.35830769999999745 27.62413910000000072, 85.35847479999999621 27.62420880000000167, 85.3585185000000024 27.62412649999999914, 85.35835140000000365 27.62405680000000174, 85.35830769999999745 27.62413910000000072))",224387573,school,Shree Damaitar Lower Secondary School,OpenDRI survey,150,,,
"Polygon ((85.26457870000000128 27.62740900000000011, 85.26483679999999765 27.62739589999999978, 85.26484349999999779 27.62749910000000142, 85.26455749999999512 27.62751370000000151, 85.26455070000000092 27.62741049999999987, 85.26457870000000128 27.62740900000000011))",224436324,school,Dollu Primary School,OpenDRI survey,61,,,
"Polygon ((85.26171060000000068 27.61001999999999867, 85.2619310999999982 27.61004429999999843, 85.26194230000000118 27.61000239999999906, 85.26209330000000364 27.61003410000000002, 85.26211390000000279 27.60995700000000141, 85.26197039999999561 27.60992690000000138, 85.26173330000000306 27.60987709999999851, 85.26171060000000068 27.61001999999999867))",224436325,school,Pharphing Higher Secondary School,OpenDRI survey,400,,,
"Polygon ((85.2648003999999986 27.61113969999999895, 85.26483000000000345 27.61112890000000064, 85.2648161999999985 27.61109929999999935, 85.26478659999999365 27.61111010000000121, 85.2648003999999986 27.61113969999999895))",224436337,school,Shrikharapur Community School,OpenDRI survey,569,,,
"Polygon ((85.27732439999999769 27.64733760000000018, 85.27735149999999464 27.64734530000000134, 85.27736840000000029 27.6473431000000005, 85.27746199999999988 27.64735960000000148, 85.27749210000000346 27.64736429999999956, 85.27751080000000172 27.64737110000000087, 85.2774612999999988 27.64760589999999851, 85.27728949999999486 27.64758270000000095, 85.27732439999999769 27.64733760000000018))",224437828,school,Pancha Ratna Bal Batika,OpenDRI survey,120,,,
"Polygon ((85.26592130000000225 27.6087625999999986, 85.266215399999993 27.60875379999999879, 85.26636320000000069 27.60875360000000001, 85.26639729999999417 27.60875109999999921, 85.26638800000000629 27.60845090000000113, 85.26635690000000523 27.60844739999999931, 85.26600840000000403 27.60846450000000019, 85.26585199999999531 27.60846390000000028, 85.26585350000000574 27.60848809999999887, 85.26585369999999386 27.60854300000000094, 85.26586129999999741 27.60876409999999836, 85.26592130000000225 27.6087625999999986))",224438336,school,Green Hill English Boarding School,OpenDRI survey,525,,,
"Polygon ((85.27732500000000471 27.60295680000000118, 85.2773116999999985 27.60293120000000044, 85.27722049999999854 27.60281110000000027, 85.27741720000000214 27.6027003999999998, 85.27752160000000003 27.60284610000000072, 85.27732500000000471 27.60295680000000118))",224439166,school,Bagh Bhairabh Pra Vi,OpenDRI survey,33,,,
"Polygon ((85.25882459999999696 27.59097290000000058, 85.25906620000000657 27.59073700000000073, 85.25924519999999518 27.59087600000000151, 85.2594081000000017 27.59104410000000129, 85.25919500000000539 27.59123939999999919, 85.25882459999999696 27.59097290000000058))",224439167,school,Shree Krishna Secondary School,OpenDRI survey,300,,,
"Polygon ((85.26035029999999892 27.59639870000000172, 85.26040249999999787 27.59640070000000023, 85.26039620000000241 27.59653240000000096, 85.26034400000000346 27.59653039999999891, 85.26035029999999892 27.59639870000000172))",224439172,school,Third Eye English School,OpenDRI survey,35,,,
"Polygon ((85.26338429999999846 27.59825250000000096, 85.26361190000000079 27.59837070000000026, 85.26388049999999907 27.59809020000000146, 85.26361199999999485 27.59791789999999878, 85.26394439999999975 27.59743279999999999, 85.26372379999999396 27.59728820000000127, 85.26343930000000171 27.59785210000000077, 85.26336890000000324 27.59800230000000099, 85.26343930000000171 27.59807029999999983, 85.26338429999999846 27.59825250000000096))",224440712,school,Shiva Shakti Primary School,OpenDRI survey,40,,,
"Polygon ((85.33753480000000025 27.69296969999999902, 85.33750790000000563 27.69286479999999884, 85.33790799999999876 27.69277759999999944, 85.33793040000000474 27.69285079999999866, 85.33794269999999926 27.69289249999999925, 85.33794779999999491 27.69290889999999905, 85.33774680000000501 27.6929501000000009, 85.33758249999999634 27.69298380000000037, 85.33753480000000025 27.69296969999999902))",224441079,school,Saint Paul International School,OpenDRI survey,300,,,
"Polygon ((85.3313682 27.69833639999999875, 85.33140950000000657 27.69829089999999994, 85.3313930000000056 27.69827619999999868, 85.33140469999999311 27.69826379999999943, 85.33138889999999321 27.69825210000000126, 85.33132969999999773 27.698314400000001, 85.3313682 27.69833639999999875))",224441409,school,Rudramati Primary School,OpenDRI survey,85,,,
"Polygon ((85.33321359999999345 27.71018360000000058, 85.33317649999999333 27.71010300000000015, 85.33330370000000187 27.71005140000000111, 85.33334069999999372 27.71013579999999976, 85.33321359999999345 27.71018360000000058))",224441455,school,Gyan Bikash Lower Secondary School,OpenDRI survey,180,,,
"Polygon ((85.33268599999999537 27.74249049999999883, 85.33275369999999782 27.7424886000000015, 85.33275140000000647 27.74242579999999947, 85.33268379999999809 27.74243459999999928, 85.33268599999999537 27.74249049999999883))",224458571,hospital,Baluwatar Polyclinic,OpenDRI survey,,,,
"Polygon ((85.33229760000000397 27.74067660000000046, 85.33252849999999512 27.74061310000000091, 85.33256980000000169 27.740807199999999, 85.33233950000000334 27.74084059999999852, 85.33229760000000397 27.74067660000000046))",224458574,school,Zest Ideology International School,OpenDRI survey,25,,,
"Polygon ((85.26620300000000441 27.68825139999999863, 85.26634199999999453 27.68822910000000093, 85.26632680000000164 27.68817209999999918, 85.26647699999999475 27.68813039999999859, 85.26651699999999323 27.68823480000000004, 85.26653109999999458 27.68828930000000099, 85.26653899999999453 27.68834190000000106, 85.26655270000000542 27.6884332999999998, 85.26614940000000331 27.68862479999999948, 85.26610909999999421 27.68854109999999835, 85.26610809999999674 27.68841289999999944, 85.26620300000000441 27.68825139999999863))",224469075,school,Bright Future Secondary School,OpenDRI survey,1237,,,
"Polygon ((85.29977759999999876 27.7137437999999996, 85.29986820000000591 27.71374520000000174, 85.29987090000000194 27.7136041000000013, 85.29978029999999478 27.71360269999999915, 85.29977759999999876 27.7137437999999996))",224469076,school,Gitamata Higher Secondary School,OpenDRI survey,850,,,
"Polygon ((85.23128979999999899 27.67269020000000168, 85.23179030000000012 27.67321270000000055, 85.232116199999993 27.67345419999999834, 85.23272749999999576 27.67298639999999921, 85.23268889999999942 27.67294679999999829, 85.23263169999999889 27.67288810000000154, 85.23241659999999342 27.67266760000000048, 85.23250389999999754 27.67250719999999831, 85.23248900000000106 27.67236949999999851, 85.23227599999999882 27.6722034999999984, 85.23205660000000705 27.67204890000000006, 85.23188620000000526 27.67202809999999857, 85.2317733000000004 27.67199600000000004, 85.23167750000000353 27.672222399999999, 85.23149220000000525 27.67242419999999825, 85.23139419999999689 27.67252420000000157, 85.23116629999999816 27.67260339999999985, 85.23128979999999899 27.67269020000000168))",224475669,school,Bright Horizon Children's Home School,OpenDRI survey,260,,,
"Polygon ((85.2409903000000071 27.67832800000000049, 85.24078090000000429 27.67873020000000039, 85.24061290000000213 27.67908089999999888, 85.24078500000000247 27.67916719999999842, 85.24082029999999577 27.67907539999999855, 85.24102759999999535 27.67921129999999863, 85.24150040000000672 27.6788293000000003, 85.24120589999999709 27.67850250000000045, 85.2409903000000071 27.67832800000000049))",224475671,school,Ever Vision School,OpenDRI survey,550,,,
